Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Lasciamilì 6a","Spazzacaldeira > Albigna Valley > Switzerland > Europe > International",https://www.mountainproject.com/route/109339347/lasciamili-6a,3.0,-1,"Sport, Alpine",5.10a,7,600,46.3387,9.6383
"Left Slab","2-Gerstenegg > Grimsel (north) > Rush > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/112261530/left-slab,3.0,-1,TR,5.8,2,125,37.81408,-119.10725
"Miami Vice","The Hut Crag > Envers des Aiguilles > Chamonix Mont Blanc > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/110992315/miami-vice,3.0,-1,Sport,5.10a,2,180,45.90001,6.92772
"Voie Chegevaroux","Contrefort de Roche Robert > Massif des Ecrins > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/112471293/voie-chegevaroux,3.0,-1,"Sport, Alpine",5.10a/b,6,500,45.02762,6.45722
"F ... ng Green Elefantaki","Gerakopetra > Ineia > Cyprus > Europe > International",https://www.mountainproject.com/route/112364086/f-ng-green-elefantaki,3.0,-1,Sport,5.10a/b,2,100,34.96546,32.37018
"Espolón Oeste + Maldita vecindad","Peña Sirio > La Pedriza > Spain > Europe > International",https://www.mountainproject.com/route/107656324/espolon-oeste-maldita-vecindad,3.0,-1,"Trad, Sport",5.9+,5,450,40.7755,-3.891
"Bad News","Damai Wall > Batu Caves > Malaysia > Asia > International",https://www.mountainproject.com/route/107972335/bad-news,3.0,-1,Sport,5.10a/b,2,150,3.2477,101.6875
"Roda Viva","Morro da Babilonia > Urca (Pao de Acucar area) > Rio de Janeiro > Brazil > South America > International",https://www.mountainproject.com/route/107550676/roda-viva,3.0,-1,Sport,5.9+,4,450,-22.95639,-43.16741
Matinee,"The Ramp > Lone Mountain (Tonopah) > Western Nevada > Nevada",https://www.mountainproject.com/route/110326466/matinee,3.0,-1,Sport,5.7,2,180,37.99673,-117.52103
"Reveil Matin","Redhead > Chongkurchak > Kyrgyzstan > Asia > International",https://www.mountainproject.com/route/107414051/reveil-matin,3.0,-1,Sport,5.9+,3,,42.66875,74.64127
"Arco de Noe","Morro da Babilonia > Urca (Pao de Acucar area) > Rio de Janeiro > Brazil > South America > International",https://www.mountainproject.com/route/107550682/arco-de-noe,3.0,-1,Sport,5.9,4,450,-22.95639,-43.16741
"Chʼáagu Chʼáakʼ","Rusted Goat Wall > White Mountain > Yukon Territory > Canada > North America > International",https://www.mountainproject.com/route/117507297/chaagu-chaak,3.0,-1,Sport,5.9,5,722,60.30354,-133.96689
"Hat Trick","Pharaoh's Hat > Parley's Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106176859/hat-trick,3.0,-1,Sport,5.10a/b,2,160,40.7118,-111.79
"Tia melis","Paret dels Coloms > Sa Gubia > Mallorca > Spain > Europe > International",https://www.mountainproject.com/route/106480974/tia-melis,3.0,-1,Sport,5.10a,2,170,39.6939,2.6728
"The Boulevard","Gilligan's Island > Waterworld > Revelstoke > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114538322/the-boulevard,3.0,-1,Sport,5.8,2,,51.10096,-118.18064
"Fire on the Horizon","Land that Time Forgot > Sheeprock > Goose Creek/Molly Gulch Campground > South Platte > Colorado",https://www.mountainproject.com/route/117748152/fire-on-the-horizon,3.0,-1,Sport,5.10-,3,200,39.19,-105.33063
Pandemonium,"Main Wall > The Halidome > Empire > Colorado",https://www.mountainproject.com/route/118656069/pandemonium,3.5,-1,"Sport, Alpine",5.9+,2,210,39.77006,-105.74841
"Where's the Remote?","Marble Canyon > Interior Plateau > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117074865/wheres-the-remote,2.9,-1,Sport,5.9,8,735,50.8527,-121.7047
Orachasm,"Greevers' Needle > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/117661297/orachasm,3.0,-1,Sport,5.7,2,150,33.46891,-111.5448
Buckwheat,"Snowy Mt > G: Indian Lake Region > Adirondacks > New York",https://www.mountainproject.com/route/106523339/buckwheat,2.7,-1,"Sport, Aid","5.9- A0",2,120,43.69963,-74.38656
"Arlington - Cathedral - La Cumbre Peak Traverse","Earthwatch Wall > La Cumbre Peak > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/108775559/arlington-cathedral-la-cumbre-peak-traverse,3.0,-1,"Trad, Sport",5.7+,7,3000,34.49402,-119.71266
"Il était temps!","B. Secteur oublié > Baldy > Laurentians > Quebec > Canada > North America > International",https://www.mountainproject.com/route/112009964/il-etait-temps,2.8,-1,Sport,5.9+,2,180,45.97205,-74.13704
"Voie des Dalles","Falaise de Belvedere des Malines > Grand Cañon - Partie Amont > Gorge du Verdon > France > Europe > International",https://www.mountainproject.com/route/116768835/voie-des-dalles,3.0,-1,Sport,5.9,8,700,43.74825,6.3281
"Yogi Goes to Mexico","El Mirador > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/112811546/yogi-goes-to-mexico,2.7,-1,Sport,5.10a,2,130,25.95044,-100.47755
"Wizard Tower","Acker Rock > Southwest Oregon > Oregon",https://www.mountainproject.com/route/115124333/wizard-tower,3.0,-1,Sport,5.7,3,,43.05188,-122.64633
"North Arete², Engineering Building","Western Washington University Buildering > Bellingham Area > Northwest Region > Washington",https://www.mountainproject.com/route/118683367/north-arete2-engineering-building,3.0,-1,Sport,"5.10- R",3,80,48.73249,-122.48682
"Glow in the Dark","Chernobyl > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/117652571/glow-in-the-dark,3.0,-1,Sport,5.8-,2,140,39.2564,-105.08926
"Don't Come Line","B&W Wall > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/118346479/dont-come-line,3.0,-1,"Trad, TR",5.10a,2,180,36.15794,-115.44033
"Spontaneous Distraction","Le Petit Cheval > Washington Pass > North Cascades > Northwest Region > Washington",https://www.mountainproject.com/route/107745728/spontaneous-distraction,3.0,-1,"Trad, Sport, Alpine",5.10a,4,400,48.53569,-120.62207
Gryffindor,"Hogwarts > Tumwater Canyon > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334627/gryffindor,3.0,-1,Sport,5.9,2,,47.60097,-120.71324
"Monkey Business","Jungle Jim Wall > Mount Erie > Northwest Region > Washington",https://www.mountainproject.com/route/117315402/monkey-business,3.0,-1,Sport,5.9,2,75,48.45412,-122.63171
"Partial Totality","Landing Strip > Airplane Bowl > Bridger Range > Southwest Region > Montana",https://www.mountainproject.com/route/114018666/partial-totality,3.0,-1,Sport,5.8+,3,550,45.89537,-110.96109
Serpentin,"Secteur à Pat Brouillard (?) > Palissades de Charlevoix > Quebec City, Charlevoix, Portneuf > Quebec > Canada > North America > International",https://www.mountainproject.com/route/117667408/serpentin,3.0,-1,Sport,5.9,4,350,47.89783,-69.98783
"Right as Rain","Center/Headwall > The Wedge > El Cajon Mountain > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/108702767/right-as-rain,3.0,-1,"Trad, Sport",5.10-,4,450,32.90462,-116.81783
"Cloud Nine","Savandurga Hill > Savandurga Area > Bangalore Area and Southern Karnataka > India > Asia > International",https://www.mountainproject.com/route/116557270/cloud-nine,3.0,-1,Sport,"5.7 PG13",9,1000,12.91917,77.29473
"Deadbeat's Escapements","Clock Tower > South Comb > The Honeycombs > Southwest Oregon > Oregon",https://www.mountainproject.com/route/117673353/deadbeats-escapements,3.0,-1,Sport,5.10a/b,2,130,43.32614,-122.95688
Wilding-101,"McKinley Rock > Southwest Oregon > Oregon",https://www.mountainproject.com/route/115187696/wilding-101,3.0,-1,Sport,5.10a,5,350,43.49324,-122.66391
"Voie du Nain","Aiguille Dibona > Massif des Ecrins > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/112498805/voie-du-nain,3.0,-1,"Sport, Alpine",5.7,8,600,44.96335,6.24332
"Maltese Falcon","Acker Rock > Southwest Oregon > Oregon",https://www.mountainproject.com/route/115428064/maltese-falcon,3.0,-1,Sport,"5.9 PG13",2,200,43.05188,-122.64633
"Alien II","Tsaranoro Valley > Madagascar > Africa > International",https://www.mountainproject.com/route/109116430/alien-ii,3.0,-1,Sport,5.10a,6,450,-22.09529,46.7659
Geronimo,"Apache Leap > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/116609411/geronimo,3.0,-1,Sport,5.7,2,150,33.28112,-111.07415
"En plein cèdre","b. Secteur École > F. Le Mur École > Palissades de Charlevoix > Quebec City, Charlevoix, Portneuf > Quebec > Canada > North America > International",https://www.mountainproject.com/route/117101509/en-plein-cedre,3.0,-1,Sport,5.9+,2,165,47.89853,-69.9685
"Yves Laforest","B. Yves Laforest > Palissades de Charlevoix > Quebec City, Charlevoix, Portneuf > Quebec > Canada > North America > International",https://www.mountainproject.com/route/117514893/yves-laforest,3.0,-1,Sport,5.9+,2,230,47.89634,-69.99224
"Time Warp","Clock Tower > South Comb > The Honeycombs > Southwest Oregon > Oregon",https://www.mountainproject.com/route/117673376/time-warp,3.0,-1,Sport,5.9+,2,110,43.32614,-122.95688
"Black Tide","c. Main Face > Parks Pond Bluff > -Clifton Crags > Maine",https://www.mountainproject.com/route/115383430/black-tide,3.0,-1,Sport,5.7,2,160,44.81752,-68.49484
"Unknown Face Climb to Nowhere","Parisian Buttress > Whitney Portal > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/109011727/unknown-face-climb-to-nowhere,3.0,-1,Sport,5.10a,4,400,36.58651,-118.24075
Zeitgeist,"Desperation Wall > Tibrogargan > Glass House Mountains > Sunshine Coast > South East Queensland > Queensland > Australia > International",https://www.mountainproject.com/route/117587668/zeitgeist,3.0,-1,Sport,5.9,3,400,-26.92701,152.94801
"Pirate Booty","Pirate's Cove > Steel Creek - Upper Buffalo River > Buffalo River Region > Arkansas",https://www.mountainproject.com/route/118236549/pirate-booty,2.6,-1,Sport,5.10-,2,130,36.03458,-93.34433
L'Offre,"Falaise de Secteur de L'Offre > Grand Cañon - Partie Amont > Gorge du Verdon > France > Europe > International",https://www.mountainproject.com/route/117794439/loffre,3.0,-1,Sport,5.9+,9,660,43.78696,6.3935
"SW Ridge","Aiguille du Peigne > Aiguilles de Chamonix > Chamonix Mont Blanc > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/117393438/sw-ridge,3.0,-1,"Trad, TR, Alpine",5.10-,5,600,45.8966,6.8977
"Contrefort (ou Squiz-whiz)","Le Paradis > Saguenay-Lac-St-Jean > Quebec > Canada > North America > International",https://www.mountainproject.com/route/117623661/contrefort-ou-squiz-whiz,3.0,-1,"Trad, TR",5.9,2,120,48.20391,-70.15467
"""Paravis Route "" East Wall.","Dito di Dio (Finger of God). > Sassolungo (Langkolfel) group > Dolomites > Italy > Europe > International",https://www.mountainproject.com/route/112566501/paravis-route-east-wall,3.0,-1,"Sport, Alpine",5.9-,7,650,46.5237,11.73494
"Space Cowboys","Rodeo Wall > Pinto Rock > Southwest Cascades > Washington",https://www.mountainproject.com/route/109294687/space-cowboys,3.0,-1,"Sport, Alpine",5.8,2,180,46.32888,-121.91882
"Écrins Total","Poire Droite > Ailefroide > Massif des Ecrins > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/117351063/ecrins-total,3.0,-1,"Sport, Alpine",5.9+,7,650,44.89363,6.44428
"Campos Magneticos","Southeast Face > 4. Miranda De Santa Magdalena > Gorros > Montserrat > Catalonia > Spain > Europe > International",https://www.mountainproject.com/route/115355120/campos-magneticos,3.0,-1,Sport,5.7,2,,41.58826,1.8273
Gratitude,"Coethedral Main > Coethedral > Mt. Hood > Oregon",https://www.mountainproject.com/route/115191566/gratitude,3.0,-1,Sport,5.8,2,280,45.07772,-122.10021
Litige,"07 - Grand canyon > Montagne d'Argent > Laurentians > Quebec > Canada > North America > International",https://www.mountainproject.com/route/117989339/litige,3.0,-1,Sport,5.8+,2,,46.12781,-74.67909
Isidora,"Doupianifels > Meteora > Greece > Europe > International",https://www.mountainproject.com/route/114796282/isidora,3.0,-1,Sport,"5.8 PG13",2,200,39.7214,21.6192
"Via Comici - Cassin","Piano di Bobbio > Italy > Europe > International",https://www.mountainproject.com/route/117253648/via-comici-cassin,3.0,-1,Sport,"5.9+ PG13",5,500,45.96143,9.48939
"Green Light (a.k.a. ""Start Shot"" - Startechuss)","Doupianifels > Meteora > Greece > Europe > International",https://www.mountainproject.com/route/114796311/green-light-aka-start-shot-startechuss,3.0,-1,Sport,5.8,2,200,39.7214,21.6192
"Pornographic Motions","The Dome > Cathedral Spires Area > South Platte > Colorado",https://www.mountainproject.com/route/106057441/pornographic-motions,2.8,-1,"Trad, Sport","5.10- PG13",3,250,39.41867,-105.26798
"Via Del Gran Camino","Scudi di Valgrande > Lecco > Italy > Europe > International",https://www.mountainproject.com/route/116814204/via-del-gran-camino,3.0,-1,Sport,5.10-,4,240,45.90917,9.41001
"Arête Sud-Ouest","Gastlosen > Switzerland > Europe > International",https://www.mountainproject.com/route/117953746/arete-sud-ouest,3.0,-1,Sport,5.9,5,330,46.5571,7.2475
"Les Commandos","Aiguille Bertine > Sainte Victoire > Provence > France > Europe > International",https://www.mountainproject.com/route/117829305/les-commandos,3.0,-1,Sport,5.7+,4,400,43.5266,5.5897
"crêtes et renflements à droite","d. Ouest Centrale > Pantalon > d. Guisane valley > Haut Durance / Briancon > Southern Alps > France > Europe > International",https://www.mountainproject.com/route/117763052/cretes-et-renflements-a-droite,3.0,-1,TR,5.7+,2,180,44.97439,6.52397
"Evil Monkey","Evil Monkey > Gaping Ape & Evil Monkey > The Callahans > Southwest Oregon > Oregon",https://www.mountainproject.com/route/117615567/evil-monkey,3.0,-1,Sport,5.7,2,50,43.22091,-123.56428
"Shomer Shabbos","Bowling Ball Wall > Lower Canyon Granite > Cody > Wyoming",https://www.mountainproject.com/route/113488547/shomer-shabbos,3.0,-1,Sport,5.9-,2,225,44.50516,-109.17676
Pokemon,"Sector II: Grosse Fatigue > Tannourine El Fawqa (Chir Al Ribazi) > Lebanon > Asia > International",https://www.mountainproject.com/route/117399680/pokemon,3.0,-1,Sport,5.8,2,115,34.20013,35.9193
"Jolly Rover","Dog Wall > Treasure Cove > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma",https://www.mountainproject.com/route/107654609/jolly-rover,3.0,-1,Sport,"5.8 X",2,,34.7204,-98.7267
"Dudeist Priest","The Mid West - Middle Wall > South Canyon > McLoughlin Canyon (Tonasket) > Okanogan > Washington",https://www.mountainproject.com/route/114079206/dudeist-priest,3.0,-1,Sport,5.10a,2,195,48.64048,-119.44834
"Quartzriss 5c+","Handegg > Grimsel > Switzerland > Europe > International",https://www.mountainproject.com/route/117673649/quartzriss-5c,3.0,-1,Sport,5.9,4,360,46.679,8.187
Stargazer,"The Moonstone > Sweetwater Rocks > Wyoming",https://www.mountainproject.com/route/105907169/stargazer,2.8,-1,Sport,5.7,2,,42.5291,-107.51412
Meteorit,"Cheselenflue > Melchtal > Switzerland > Europe > International",https://www.mountainproject.com/route/106283407/meteorit,3.0,-1,Sport,5.9+,7,600,46.7886,8.2583
Pilgrimage,"Felsteich Corridor > Spitzkoppe and Pontoks > Namibia > Africa > International",https://www.mountainproject.com/route/114802611/pilgrimage,3.0,-1,"Sport, Aid","5.8 C0",3,220,-21.83621,15.17803
"Grand Turbo","Lefty > Manassa > San Luis Valley > Colorado",https://www.mountainproject.com/route/109484992/grand-turbo,3.0,-1,Sport,5.8,2,140,37.18961,-105.80328
Teardrop,"Stone Mountain North Face > Stone Mountain > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/107334948/teardrop,3.0,-1,"Trad, Sport",5.9,2,260,36.3953,-81.0453
"Via Normal","Pedra Azul > Espirito Santo > Brazil > South America > International",https://www.mountainproject.com/route/116193661/via-normal,3.0,-1,Sport,5.8,7,900,-20.40013,-41.02527
L'Antécime,"Le Bec de Sormiou > Calanque de Sormiou > Calanques > France > Europe > International",https://www.mountainproject.com/route/114452907/lantecime,3.0,-1,Sport,5.9,5,360,43.2102,5.4206
"Hornbill Way","Big Tree Wall (Khao Khom) > Koh Yao Noi > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/114272595/hornbill-way,3.0,-1,Sport,5.10a,2,240,8.17812,98.63873
"Thin Slice of Heaven","Purgatory Gap > Maple Canyon Road > Maple Canyon > Utah",https://www.mountainproject.com/route/112802803/thin-slice-of-heaven,3.0,-1,Sport,5.8,2,150,39.55567,-111.67371
Kinley,"Falaise du Dar > Switzerland > Europe > International",https://www.mountainproject.com/route/117599318/kinley,3.0,-1,Sport,5.10a/b,4,300,46.34128,7.20625
Rincon,"Inca Rock > The Callahans > Southwest Oregon > Oregon",https://www.mountainproject.com/route/117730902/rincon,3.0,-1,Sport,5.9,2,130,43.2146,-123.57408
"Plan B","South Area > CM: Providence > Missouri",https://www.mountainproject.com/route/112331946/plan-b,3.0,-1,Sport,5.9-,2,100,38.83282,-92.40041
"Pierre Navigator Delle Creste","East Face (multi-pitch) > Monte Chetif > Valle d'Aosta > Italy > Europe > International",https://www.mountainproject.com/route/117285027/pierre-navigator-delle-creste,3.0,-1,Sport,5.10a,7,600,45.79991,6.9523
Nirvana,"Lumignano Nuovo > Lumignano > Italy > Europe > International",https://www.mountainproject.com/route/117961925/nirvana,3.0,-1,Sport,5.10a,2,120,45.45948,11.57551
