Route,URL,Avg_Stars,Pitches,Length_(feet),Length_(meters),Area_Latitude,Area_Longitude,Loc_1,Loc_2,Loc_3,Loc_4,Loc_5,Loc_6,Route_type1,Route_type2,Route_type3,Class,Protection_Rating,Aid_Grading
Jolly Rover,https://www.mountainproject.com/route/107654609/jolly-rover,3,2,,,34.7204,-98.7267,Dog Wall,Treasure Cove,Oklahoma,USA,North America,Domestic,Sport,,,5.8,X,
Merci Me,https://www.mountainproject.com/route/106527466/merci-me,2.8,2,190,58,49.6827,-123.1482,Grand Wall Base Area,The Chief,,Canada,North America,International,Sport,,,5.8,R,
Pas Perdus,https://www.mountainproject.com/route/106292170/pas-perdus,2.5,5,480,146,46.3373,7.2631,Sanetsch,Switzerland,,Switzerland,Europe,International,Sport,,,5.9+,,
Fun in the Sun,https://www.mountainproject.com/route/109518418/fun-in-the-sun,3.3,2,230,70,34.47098,-119.68953,Rattlesnake Canyon Crags (including Upper and Lower Alchemist),Santa Barbara,California,USA,North America,Domestic,Sport,,,5.8,R,
Il était temps!,https://www.mountainproject.com/route/112009964/il-etait-temps,2.8,2,180,55,45.97205,-74.13704,B. Secteur oublié,Baldy,,Canada,North America,International,Sport,,,5.9+,,
Virgin Suicides,https://www.mountainproject.com/route/106607810/virgin-suicides,2.9,2,140,43,40.25149,-75.82395,i. Sun Wall (Long Slabs),Birdsboro Quarry,Pennsylvania,USA,North America,Domestic,Sport,,,5.9+,,
Walk In The High Country,https://www.mountainproject.com/route/106954177/walk-in-the-high-country,3.3,5,500,152,30.50849,-98.819,Devil's Slide,Main Dome,Texas,USA,North America,Domestic,Sport,,,5.8,PG13,
Saphir,https://www.mountainproject.com/route/108424951/saphir,3.3,5,400,122,43.20227,5.4982,La Saphir,Calanque d'En-Vau,,France,Europe,International,Sport,,,5.8,PG13,
Idiopathic,https://www.mountainproject.com/route/107080744/idiopathic,2.3,4,700,213,33.46406,-113.36062,Courthouse Rock,Eagletail Mountains,Arizona,USA,North America,Domestic,Sport,,,5.9-,PG13,
A Little Adventurous,https://www.mountainproject.com/route/113702924/a-little-adventurous,2.7,2,150,46,40.6896,-111.77493,Millcreek Monster,Millcreek Canyon,Utah,USA,North America,Domestic,Sport,,,5.8,PG13,
Isidora,https://www.mountainproject.com/route/114796282/isidora,3,2,200,61,39.7214,21.6192,Doupianifels,Meteora,,Greece,Europe,International,Sport,,,5.8,PG13,
Into the Spotlight,https://www.mountainproject.com/route/109996162/into-the-spotlight,3,2,180,55,34.4112,-117.8539,Behind the Scenes,South Area,California,USA,North America,Domestic,Sport,,,5.8,PG13,
Frenesia,https://www.mountainproject.com/route/112238277/frenesia,3,2,177,54,39.83937,16.26323,Frascineto-Eianina,Italy,,Italy,Europe,International,Sport,,,5.8,PG13,
Swine Flu,https://www.mountainproject.com/route/108811049/swine-flu,2.6,2,270,82,32.89671,-116.82641,The Toe,Mountaineer Walls,California,USA,North America,Domestic,Sport,,,5.9-,PG13,
The Initiation,https://www.mountainproject.com/route/117683654/the-initiation,2.5,6,900,274,-16.0141,35.5737,Mulanje Massif,Malawi,,Malawi,Africa,International,Sport,,,5.8,PG13,
Dancing in the Moonlight,https://www.mountainproject.com/route/106561015/dancing-in-the-moonlight,2.6,3,135,41,40.41555,-105.3761,Moonlight Rock,Mary's Bust Area,Colorado,USA,North America,Domestic,Sport,,,5.9-,PG13,
Southeast Ridge,https://www.mountainproject.com/route/109488066/southeast-ridge,2.5,2,350,107,-9.66139,15.5914,Stegosaurus,Pungo Andongo - Pedras Negras - Black Rocks,,Angola,Africa,International,Sport,,,5.8,PG13,
Spontaneous Order,https://www.mountainproject.com/route/106309840/spontaneous-order,2.6,4,350,107,34.58355,-119.26301,Central Gully,The Fortress,California,USA,North America,Domestic,Sport,,,5.9+,PG13,
Eagle's Dare,https://www.mountainproject.com/route/113728534/eagles-dare,3.9,8,710,216,43.05188,-122.64633,Acker Rock,Southwest Oregon,Oregon,USA,North America,Domestic,Sport,,,5.9+,PG13,
Karabore to Brid za Veliki cecik,https://www.mountainproject.com/route/116803119/karabore-to-brid-za-veliki-cecik,4,12,900,274,44.30671,15.47783,Stup G17-20,Anica kuk,,Croatia,Europe,International,Sport,,,5.9+,PG13,
Le Diedre Sud,https://www.mountainproject.com/route/111933341/le-diedre-sud,4,4,560,171,44.31472,5.69507,Quiquillon,Orpierre,,France,Europe,International,Sport,,,5.9+,PG13,
Juniperus,https://www.mountainproject.com/route/114555860/juniperus,4,5,500,152,47.77795,13.35908,Plombergstein,Austria,,Austria,Europe,International,Sport,,,5.7+,PG13,
Highlander,https://www.mountainproject.com/route/106465260/highlander,2.4,2,120,37,34.2256,-117.1962,Scot Rock,Lake Arrowhead Area,California,USA,North America,Domestic,Sport,,,5.7,,
Reveil Matin,https://www.mountainproject.com/route/107414051/reveil-matin,3,3,,,42.66875,74.64127,Redhead,Chongkurchak,,Kyrgyzstan ,Asia,International,Sport,,,5.9+,,
L'arete a Marion,https://www.mountainproject.com/route/113500408/larete-a-marion,4,14,1600,488,45.87235,6.46474,Col des Aravis,Northern Alps,,France,Europe,International,Sport,,,5.7+,,
Groove Tube,https://www.mountainproject.com/route/105901068/groove-tube,3.5,2,180,55,8.01837,98.8302,Fire Wall,Tonsai Bay,,Thailand,Asia,International,Sport,,,5.9-,,
L'Arête,https://www.mountainproject.com/route/114954150/larete,3.4,4,330,101,47.89602,-69.99321,A. L’Arête,Palissades de Charlevoix,,Canada,North America,International,Sport,,,5.7+,,
Under My Skin,https://www.mountainproject.com/route/111951727/under-my-skin,3.5,2,200,61,38.88127,-120.28982,Nap Wall Area,Slick Rock Dome,California,USA,North America,Domestic,Sport,,,5.7+,,
Not Wizard's Gate,https://www.mountainproject.com/route/117651413/not-wizards-gate,3.3,3,350,107,40.3034,-105.5227,Lower Great Face,The Crags,Colorado,USA,North America,Domestic,Sport,,,5.7+,,
Shiver,https://www.mountainproject.com/route/114401732/shiver,3.3,2,320,98,32.89671,-116.82641,The Toe,Mountaineer Walls,California,USA,North America,Domestic,Sport,,,5.7+,,
Credibility Gap,https://www.mountainproject.com/route/105755446/credibility-gap,2.7,2,,,38.87785,-104.88069,West Side,South Gateway Rock,Colorado,USA,North America,Domestic,Sport,,,5.9+,,
Zircon Encrusted Geezers,https://www.mountainproject.com/route/106379275/zircon-encrusted-geezers,3,4,650,198,42.5291,-107.51412,The Moonstone,Sweetwater Rocks,Wyoming,USA,North America,Domestic,Sport,,,5.7+,,
Prime Rib,https://www.mountainproject.com/route/107730934/prime-rib,2.8,11,1300,396,48.62285,-120.44865,Goat Wall,Mazama,Washington,USA,North America,Domestic,Sport,,,5.9-,,
Les Commandos,https://www.mountainproject.com/route/117829305/les-commandos,3,4,400,122,43.5266,5.5897,Aiguille Bertine,Sainte Victoire,,France,Europe,International,Sport,,,5.7+,,
Evil Monkey,https://www.mountainproject.com/route/117615567/evil-monkey,3,2,50,15,43.22091,-123.56428,Evil Monkey,Gaping Ape & Evil Monkey,Oregon,USA,North America,Domestic,Sport,,,5.7,,
Buried Treasure,https://www.mountainproject.com/route/105988542/buried-treasure,2.7,2,170,52,40.0041,-105.4061,Treasure Wall,Tonnere Tower,Colorado,USA,North America,Domestic,Sport,,,5.9-,,
Stargazer,https://www.mountainproject.com/route/105907169/stargazer,2.8,2,,,42.5291,-107.51412,The Moonstone,Sweetwater Rocks,Wyoming,USA,North America,Domestic,Sport,,,5.7,,
Aretes du Couloir Orange,https://www.mountainproject.com/route/114534553/aretes-du-couloir-orange,3,2,120,37,44.9738,6.52472,q. Rochers Oranges,Pantalon,,France,Europe,International,Sport,,,5.7,,
Moonlight Madness,https://www.mountainproject.com/route/110350452/moonlight-madness,3.5,5,900,274,37.34058,-119.42248,Big Sleep,Big Sleep Area,California,USA,North America,Domestic,Sport,,,5.9-,,
Crystal Blue Persuasion,https://www.mountainproject.com/route/111951131/crystal-blue-persuasion,3,2,400,122,38.8802,-120.2893,Crystal Wall Area,Slick Rock Dome,California,USA,North America,Domestic,Sport,,,5.7,R,
Fifty Meter Must,https://www.mountainproject.com/route/107555967/fifty-meter-must,2.7,2,170,52,36.46877,-121.19522,The Hand,East Side,California,USA,North America,Domestic,Sport,,,5.7,R,
Family Picnic,https://www.mountainproject.com/route/107302807/family-picnic,3.6,2,150,46,44.38995,-72.84965,B. Middle Cliff Routes,The Main Cliff,Vermont,USA,North America,Domestic,Sport,,,5.7,PG13,
Cloud Nine,https://www.mountainproject.com/route/116557270/cloud-nine,3,9,1000,305,12.91917,77.29473,Savandurga Hill,Savandurga Area,,India,Asia,International,Sport,,,5.7,PG13,
Playing in the Updraft,https://www.mountainproject.com/route/113567839/playing-in-the-updraft,2.9,2,,,39.50262,-105.36836,The Raven,Staunton State Park,Colorado,USA,North America,Domestic,Sport,,,5.9-,,
Gal Mebulbal,https://www.mountainproject.com/route/116207661/gal-mebulbal,2.7,10,800,244,-41.19191,-71.38921,Ventana Sur Altos,Cerro Ventana Sur,,Argentina,South America,International,Sport,,,5.7,PG13,
Hard Times,https://www.mountainproject.com/route/107398244/hard-times,2.4,3,210,64,33.5192,-111.9694,Gargoyle Wall,Camelback Mountain,Arizona,USA,North America,Domestic,Sport,,,5.7,PG13,
Tall Tail,https://www.mountainproject.com/route/117300144/tall-tail,2.5,2,200,61,43.20845,-122.99783,Brontosaur Rock,Jurassic Park,Oregon,USA,North America,Domestic,Sport,,,5.7,PG13,
Free to Choose,https://www.mountainproject.com/route/105892656/free-to-choose,2.4,2,180,55,34.58355,-119.26301,Right Side Gully,The Fortress,California,USA,North America,Domestic,Sport,,,5.9-,,
The Corona Jewel,https://www.mountainproject.com/route/118766741/the-corona-jewel,4,2,60,18,53.46853,-113.56529,Horizon Village Wall,Whitemud Creek,,Canada,North America,International,Sport,,,5.9+,PG13,
Aerial Combat,https://www.mountainproject.com/route/107397897/aerial-combat,3,3,240,73,33.5192,-111.9694,Gargoyle Wall,Camelback Mountain,Arizona,USA,North America,Domestic,Sport,,,5.9+,PG13,
Tough Animals,https://www.mountainproject.com/route/106667761/tough-animals,3.5,2,100,30,35.24816,-114.71166,Dali Dome,Christmas Tree Pass,Nevada,USA,North America,Domestic,Sport,,,5.9+,PG13,
Poison Ivy,https://www.mountainproject.com/route/113830203/poison-ivy,3,2,200,61,40.47776,-108.3376,Cross Mountain Canyon,Cross Mountain Boulders,Colorado,USA,North America,Domestic,Sport,,,5.10a/b,R,
HangTen,https://www.mountainproject.com/route/115166710/hangten,4,3,450,137,43.49324,-122.66391,McKinley Rock,Southwest Oregon,Oregon,USA,North America,Domestic,Sport,,,5.10a/b,PG13,
Domzalski,https://www.mountainproject.com/route/116770788/domzalski,3.7,4,360,110,44.30671,15.47783,Stup G17-20,Anica kuk,,Croatia,Europe,International,Sport,,,5.10a/b,PG13,
Night Rider,https://www.mountainproject.com/route/118141794/night-rider,3,3,95,29,43.22537,-123.55966,Rodeo and Matrix formations,The Callahans,Oregon,USA,North America,Domestic,Sport,,,5.10a/b,PG13,
Better Living Through Chemistry,https://www.mountainproject.com/route/117688195/better-living-through-chemistry,2.7,3,280,85,44.55295,-72.79426,Lower Ragnarock,Smuggler's Notch,Vemont,USA,North America,Domestic,Sport,,,5.9+,PG13,
Big girl panties,https://www.mountainproject.com/route/112190907/big-girl-panties,3,2,100,30,44.26307,-114.44015,The. Old sawmill slabs,Central Idaho,Idaho,USA,North America,Domestic,Sport,,,5.9+,PG13,
Spice Box,https://www.mountainproject.com/route/105899908/spice-box,3.1,3,225,69,33.51992,-111.97037,The Headwall,Camelback Mountain,Arizona,USA,North America,Domestic,Sport,,,5.10a/b,,
Wake and Bake,https://www.mountainproject.com/route/107884609/wake-and-bake,2.9,2,170,52,43.5605,-73.60366,Main Wall,Shelving Rock,New York,USA,North America,Domestic,Sport,,,5.10a/b,,
Capitalism & Freedom,https://www.mountainproject.com/route/105917860/capitalism-freedom,2.9,2,155,47,34.58355,-119.26301,Right Side Gully,The Fortress,California,USA,North America,Domestic,Sport,,,5.10a/b,,
Anasazi Arete (Pete Hubbel Memorial),https://www.mountainproject.com/route/114471195/anasazi-arete-pete-hubbel-memorial,3.8,2,225,69,39.19,-105.33063,Land that Time Forgot,Sheeprock,Colorado,USA,North America,Domestic,Sport,,,5.10a/b,,
Hannah chez les grands,https://www.mountainproject.com/route/112178059/hannah-chez-les-grands,4,9,1050,320,31.57987,-5.59387,Paroi du Levant,Todra Gorge,,Morocco,Africa,International,Sport,,,5.10a/b,,
Crescent Corner,https://www.mountainproject.com/route/105753649/crescent-corner,2.7,2,100,30,38.87784,-104.88019,East Side,South Gateway Rock,Colorado,USA,North America,Domestic,Sport,,,5.9+,,
La Raie Publique,https://www.mountainproject.com/route/117947183/la-raie-publique,4,2,100,30,36.99137,26.93805,Gerakios - Trois Ilots,Kalymnos,,Greece,Europe,International,Sport,,,5.10a/b,,
Denis de l'évidence,https://www.mountainproject.com/route/111471132/denis-de-levidence,3.1,2,130,40,46.29169,-73.85262,Tranchant - Middle,Montagne du Tranchant,,Canada,North America,International,Sport,,,5.10a/b,,
Pili y su catarro,https://www.mountainproject.com/route/110757962/pili-y-su-catarro,4,2,180,55,41.64893,-1.72041,Peña de los Buitres,"Calcena, Aragón",,Spain,Europe,International,Sport,,,5.9-,,
Freudian Slip,https://www.mountainproject.com/route/106057134/freudian-slip,3.3,3,400,122,44.1822,-73.8708,Big Slide Mtn.,E: High Peaks Region,New York,USA,North America,Domestic,Sport,,,5.9-,,
The Thrill of Krell,https://www.mountainproject.com/route/108238314/the-thrill-of-krell,3.1,2,,,47.57828,-117.28614,West Face,Big Rock,Washington,USA,North America,Domestic,Sport,,,5.10a/b,,
D4,https://www.mountainproject.com/route/109364756/d4,3.3,6,500,152,38.91645,-106.10438,Davis Face,Buena Vista,Colorado,USA,North America,Domestic,Sport,,,5.9+,,
Keep the Jam Man,https://www.mountainproject.com/route/106057993/keep-the-jam-man,2.4,2,100,30,8.01416,98.84197,Diamond Cave,Railay East,,Thailand,Asia,International,Sport,,,5.10a/b,,
Arete Sud,https://www.mountainproject.com/route/117067079/arete-sud,3,5,550,168,46.22435,7.40778,Bramois,Switzerland,,Switzerland,Europe,International,Sport,,,5.9+,,
Monsoon,https://www.mountainproject.com/route/107052759/monsoon,3,3,80,24,3.2477,101.6875,Damai Wall,Batu Caves,,Malaysia,Asia,International,Sport,,,5.10a/b,,
Nazca Line,https://www.mountainproject.com/route/105926210/nazca-line,3,5,,,39.19,-105.33063,Land that Time Forgot,Sheeprock,Colorado,USA,North America,Domestic,Sport,,,5.10a/b,,
Dark Star,https://www.mountainproject.com/route/116079266/dark-star,3,3,170,52,39.32602,-120.64793,The Moon,The Benches,California,USA,North America,Domestic,Sport,,,5.9-,,
The Off Ramp,https://www.mountainproject.com/route/106138430/the-off-ramp,2.8,2,,,43.9853,-122.2985,Hydrotube Area,Flagstone,Oregon,USA,North America,Domestic,Sport,,,5.10a/b,,
Pink Torpedo,https://www.mountainproject.com/route/106994501/pink-torpedo,2.5,2,,,38.6331,-105.2297,The Bank,Shelf Road,Colorado,USA,North America,Domestic,Sport,,,5.9+,,
Fort Stress,https://www.mountainproject.com/route/105738359/fort-stress,3.3,4,400,122,32.43213,-110.79756,Southeast Face,The Fortress,Arizona,USA,North America,Domestic,Sport,,,5.9+,,
F ... ng Green Elefantaki,https://www.mountainproject.com/route/112364086/f-ng-green-elefantaki,3,2,100,30,34.96546,32.37018,Gerakopetra,Ineia,,Cyprus,Europe,International,Sport,,,5.10a/b,,
Bad News,https://www.mountainproject.com/route/107972335/bad-news,3,2,150,46,3.2477,101.6875,Damai Wall,Batu Caves,,Malaysia,Asia,International,Sport,,,5.10a/b,,
Hat Trick,https://www.mountainproject.com/route/106176859/hat-trick,3,2,160,49,40.7118,-111.79,Pharaoh's Hat,Parley's Canyon,Utah,USA,North America,Domestic,Sport,,,5.10a/b,,
Deadbeat's Escapements,https://www.mountainproject.com/route/117673353/deadbeats-escapements,3,2,130,40,43.32614,-122.95688,Clock Tower,South Comb,Oregon,USA,North America,Domestic,Sport,,,5.10a/b,,
Kinley,https://www.mountainproject.com/route/117599318/kinley,3,4,300,91,46.34128,7.20625,Falaise du Dar,Switzerland,,Switzerland,Europe,International,Sport,,,5.10a/b,,
Inside Passage,https://www.mountainproject.com/route/118162276/inside-passage,3,2,50,15,43.2198,-123.56571,Mind Planet,The Callahans,Oregon,USA,North America,Domestic,Sport,,,5.10a/b,,
Reisefieber,https://www.mountainproject.com/route/113750718/reisefieber,3.3,6,590,180,46.6586,7.9465,Hintisberg,Switzerland,,Switzerland,Europe,International,Sport,,,5.9+,,
la mer bleu et profonde,https://www.mountainproject.com/route/109547944/la-mer-bleu-et-profonde,3,5,130,40,43.20377,5.49355,Calanque de l'Eissadon,Calanques,,France,Europe,International,Sport,,,5.10a/b,,
Blue Line,https://www.mountainproject.com/route/118134818/blue-line,3.3,12,1000,305,36.9085,-4.7603,Suiza,Escalera Arabe,,Spain,Europe,International,Sport,,,5.9-,,
Dach Tangente,https://www.mountainproject.com/route/107721761/dach-tangente,3,7,600,183,46.8774,8.8438,Chli Glatten,Klausenpass,,Switzerland,Europe,International,Sport,,,5.10a/b,,
Der Oldtimer weg,https://www.mountainproject.com/route/106971838/der-oldtimer-weg,3,2,170,52,48.8677,11.0939,Burgstein bei Dollnstein,Frankenjura (South),,Germany,Europe,International,Sport,,,5.10a/b,,
Adi & Danielas Hochzeitweg,https://www.mountainproject.com/route/107719073/adi-danielas-hochzeitweg,3,3,270,82,46.6662,8.6355,Goldkueste,Oberalp Pass,,Switzerland,Europe,International,Sport,,,5.10a/b,,
Brain Full of Spiders,https://www.mountainproject.com/route/106302604/brain-full-of-spiders,2.5,4,270,82,40.2666,-111.6263,Bad Bananas,Rock Canyon,Utah,USA,North America,Domestic,Sport,,,5.9+,,
Something about The Simpsons,https://www.mountainproject.com/route/113830232/something-about-the-simpsons,2.5,2,200,61,40.47776,-108.3376,Cross Mountain Canyon,Cross Mountain Boulders,Colorado,USA,North America,Domestic,Sport,,,5.10a/b,,
Saut d'Homme,https://www.mountainproject.com/route/108321041/saut-dhomme,2.5,4,300,91,43.7732,6.38108,Rivière d'Argent,Belvedere de la Carelle,,France,Europe,International,Sport,,,5.10a/b,,
Deceitful Business,https://www.mountainproject.com/route/107786230/deceitful-business,2.5,2,200,61,42.99377,-109.76041,North Buttress,Lizard Rocks/Honzel and Grettel,Wyoming,USA,North America,Domestic,Sport,,,5.10a/b,,
Sassy,https://www.mountainproject.com/route/108071171/sassy,2.5,2,,,50.7525,-120.7243,Beach - Right Center,Kamloops,,Canada,North America,International,Sport,,,5.10a/b,,
Fingertips,https://www.mountainproject.com/route/105879729/fingertips,2.8,2,,,37.87804,-119.41351,South Flank,Daff Dome,California,USA,North America,Domestic,Sport,,,5.10a/b,R,
La Gymnastique de la Gélinotte,https://www.mountainproject.com/route/108935609/la-gymnastique-de-la-gelinotte,3.3,2,125,38,46.26771,-74.68834,c. Mur des 5.10,Lac Gervais,,Canada,North America,International,Sport,,,5.9-,,
Amp Left,https://www.mountainproject.com/route/107339587/amp-left,2.9,2,180,55,38.30838,-105.26009,Tanner Dome,Oak Creek Canyon,Colorado,USA,North America,Domestic,Sport,,,5.9-,,
Needle & Spoon,https://www.mountainproject.com/route/105866062/needle-spoon,3.1,4,,,37.8453,-119.444,Pywiak Dome,Pywiack Area,California,USA,North America,Domestic,Sport,,,5.10a,PG13,
Bombay Groove aka Yankee Go Home,https://www.mountainproject.com/route/107666720/bombay-groove-aka-yankee-go-home,3.9,2,280,85,36.3916,-81.0473,Stone Mountain South Face,Stone Mountain,North Carolina,USA,North America,Domestic,Sport,,,5.10a,PG13,
Bolt Em All,https://www.mountainproject.com/route/116749587/bolt-em-all,2.6,2,95,29,36.0049,-93.2846,Cliffs of Insanity,Horseshoe Canyon Ranch,Arkansas,USA,North America,Domestic,Sport,,,5.9-,,
Storm in a Teacup,https://www.mountainproject.com/route/107954260/storm-in-a-teacup,3.4,3,300,91,36.3916,-81.0473,Stone Mountain South Face,Stone Mountain,North Carolina,USA,North America,Domestic,Sport,,,5.10a,PG13,
"De toute beauté  aka ""La toute boltée""",https://www.mountainproject.com/route/109293106/de-toute-beaute-aka-la-toute-boltee,4,5,460,140,47.12642,-71.87636,Gros Bonnet,"Quebec City, Charlevoix, Portneuf",,Canada,North America,International,Sport,,,5.10a,PG13,
Moonwalker,https://www.mountainproject.com/route/116181104/moonwalker,4,19,3500,1067,-18.36256,-41.33499,Pedra Riscada,Minas Gerais,,Brazil,South America,International,Sport,,,5.10a,PG13,
Riding With the King,https://www.mountainproject.com/route/106131724/riding-with-the-king,3,2,130,40,39.9204,-105.288,Secret Crag (aka Ridge 6),Eldorado Mountain,Colorado,USA,North America,Domestic,Sport,,,5.9-,,
Wild Humans,https://www.mountainproject.com/route/118585121/wild-humans,3,2,220,67,37.51828,-118.57243,DMZ,Inner Gorge,California,USA,North America,Domestic,Sport,,,5.10a,PG13,
Cougar's Path,https://www.mountainproject.com/route/110334733/cougars-path,3,3,300,91,37.99488,-117.51581,Tear Drop Dome,Lone Mountain (Tonopah),Nevada,USA,North America,Domestic,Sport,,,5.9-,,
Ravages Of Time,https://www.mountainproject.com/route/106172534/ravages-of-time,3.1,2,160,49,40.63207,-111.75115,Mule Hollow Wall,Big Cottonwood Canyon,Utah,USA,North America,Domestic,Sport,,,5.9+,,
Rock Du Jours Direct,https://www.mountainproject.com/route/106028627/rock-du-jours-direct,3,2,180,55,43.8025,-71.83593,Main Cliff,Rumney,New Hampshire,USA,North America,Domestic,Sport,,,5.9+,,
Walk the Plank,https://www.mountainproject.com/route/115194396/walk-the-plank,2.5,2,140,43,43.7964,-73.46715,Jolly Roger Slab,Rogers Rock,New York,USA,North America,Domestic,Sport,,,5.10a,PG13,
Elation at the End of Eternity,https://www.mountainproject.com/route/105798604/elation-at-the-end-of-eternity,2.7,2,200,61,47.42952,-121.62058,Gun Show,Exit 38: Far Side,Washington,USA,North America,Domestic,Sport,,,5.9+,,
Via Comici - Cassin,https://www.mountainproject.com/route/117253648/via-comici-cassin,3,5,500,152,45.96143,9.48939,Piano di Bobbio,Italy,,Italy,Europe,International,Sport,,,5.9+,PG13,
The Peacemaker,https://www.mountainproject.com/route/106080329/the-peacemaker,3.5,7,,,31.87031,-109.99388,The Sheepshead,Sheepshead Area (Southwest),Arizona,USA,North America,Domestic,Sport,,,5.10a,,
Shomer Shabbos,https://www.mountainproject.com/route/113488547/shomer-shabbos,3,2,225,69,44.50516,-109.17676,Bowling Ball Wall,Lower Canyon Granite,Wyoming,USA,North America,Domestic,Sport,,,5.9-,,
Sunset Streaks,https://www.mountainproject.com/route/107491542/sunset-streaks,3.4,5,400,122,32.7509,-116.591,Main Wall,Corte Madera,California,USA,North America,Domestic,Sport,,,5.10a,,
Will the Wolf Survive?,https://www.mountainproject.com/route/105906014/will-the-wolf-survive,3.4,4,400,122,25.94968,-100.47518,Los Lobos Wall,Los Lobos Canyon,,Mexico,North America,International,Sport,,,5.10a,,
Aguja Celo Rey,https://www.mountainproject.com/route/105914177/aguja-celo-rey,3.4,2,200,61,25.94738,-100.47773,Las Agujas (The Spires),El Potrero Chico,,Mexico,North America,International,Sport,,,5.10a,,
Sticky Revelations,https://www.mountainproject.com/route/105718492/sticky-revelations,3,3,210,64,37.2939,-113.6932,Prophesy Wall,Saint George,Utah,USA,North America,Domestic,Sport,,,5.10a,,
Dos Chi Chis,https://www.mountainproject.com/route/105724486/dos-chi-chis,3.1,2,240,73,34.06957,-116.16993,Siberia,Outer Mongolia,California,USA,North America,Domestic,Sport,,,5.10a,,
Plan B,https://www.mountainproject.com/route/112331946/plan-b,3,2,100,30,38.83282,-92.40041,South Area,CM: Providence,Missouri,USA,North America,Domestic,Sport,,,5.9-,,
Stayin' Alive,https://www.mountainproject.com/route/105975956/stayin-alive,2.9,2,185,56,40.0038,-105.4058,Sport Land,Tonnere Tower,Colorado,USA,North America,Domestic,Sport,,,5.10a,,
Office Party,https://www.mountainproject.com/route/107482137/office-party,2.9,6,360,110,36.65739,-114.00713,The Sacred Trust,Lime Kiln Canyon,Arizona,USA,North America,Domestic,Sport,,,5.10a,,
The Plank,https://www.mountainproject.com/route/105854030/the-plank,2.8,3,200,61,47.4352,-121.6319,Lost Boys,Neverland,Washington,USA,North America,Domestic,Sport,,,5.10a,,
Pull My Finger,https://www.mountainproject.com/route/106068356/pull-my-finger,3.3,3,190,58,37.7891,-118.9141,Stoned Wheat Thin Cliff,Main Island,California,USA,North America,Domestic,Sport,,,5.10a,,
Roar of the Greasepaint,https://www.mountainproject.com/route/105718219/roar-of-the-greasepaint,3.2,2,150,46,37.19743,-113.64353,Circus Wall,Island In The Sky,Utah,USA,North America,Domestic,Sport,,,5.10a,,
Jungle Mountaineering,https://www.mountainproject.com/route/105949475/jungle-mountaineering,2.7,4,400,122,25.94838,-100.47698,La Selva (Jungle Wall),El Potrero Chico,,Mexico,North America,International,Sport,,,5.10a,,
16. Via Donne di Cuori,https://www.mountainproject.com/route/113520458/16-via-donne-di-cuori,3,4,350,107,45.86443,10.8121,Seconda Fascia,Regina del Lago,,Italy,Europe,International,Sport,,,5.9-,,
Lilcia,https://www.mountainproject.com/route/118184228/lilcia,3,2,330,101,31.59031,-5.59556,Polish names,Todra Gorge,,Morocco,Africa,International,Sport,,,5.9-,,
Jungle Mountaineering,https://www.mountainproject.com/route/106858608/jungle-mountaineering,2.5,3,,,39.25848,-105.10665,The Jungle,Devil's Head,Colorado,USA,North America,Domestic,Sport,,,5.10a,,
Centerfold,https://www.mountainproject.com/route/105756814/centerfold,2.4,2,,,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,Colorado,USA,North America,Domestic,Sport,,,5.10a,,
Total Eclipse,https://www.mountainproject.com/route/105968232/total-eclipse,2.4,2,155,47,40.0038,-105.4058,Sport Land,Tonnere Tower,Colorado,USA,North America,Domestic,Sport,,,5.10a,,
Deuces Wild,https://www.mountainproject.com/route/105748292/deuces-wild,2.4,2,145,44,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,Colorado,USA,North America,Domestic,Sport,,,5.10a,,
Islands in the Stream,https://www.mountainproject.com/route/110402446/islands-in-the-stream,2.7,2,88,27,51.09972,-115.31155,Crowbar Wall,Cougar Canyon (Creek),,Canada,North America,International,Sport,,,5.9-,,
Hufeisenkante,https://www.mountainproject.com/route/117877414/hufeisenkante,3,7,700,213,47.52937,14.98766,Leobner Mauer,Hochschwab Area,,Austria,Europe,International,Sport,,,5.9+,,
Les Traces du Passe,https://www.mountainproject.com/route/107562974/les-traces-du-passe,3,6,350,107,43.2102,5.4206,Le Bec de Sormiou,Calanque de Sormiou,,France,Europe,International,Sport,,,5.9+,,
Remote Control,https://www.mountainproject.com/route/105749572/remote-control,2.9,2,,,39.2575,-105.0991,The Headstone,Devil's Head,Colorado,USA,North America,Domestic,Sport,,,5.10a,,
Berbertraum,https://www.mountainproject.com/route/118187022/berbertraum,3,14,750,229,31.58413,-5.59164,Mansour gauche,Todra Gorge,,Morocco,Africa,International,Sport,,,5.9+,,
Sully's Route,https://www.mountainproject.com/route/106445447/sullys-route,3.3,2,90,27,45.5961,-110.5598,Main Crag,Allenspur,Montana,USA,North America,Domestic,Sport,,,5.10a,,
Prescience,https://www.mountainproject.com/route/106946604/prescience,2.9,2,200,61,37.2939,-113.6932,Prophesy Wall,Saint George,Utah,USA,North America,Domestic,Sport,,,5.10a,,
Caging the Zealot,https://www.mountainproject.com/route/106065711/caging-the-zealot,2.6,2,200,61,37.2939,-113.6932,Prophesy Wall,Saint George,Utah,USA,North America,Domestic,Sport,,,5.10a,,
